"review_id","asset_key","file_or_code","source_url","source_page_or_reference","usage","permission_status"
"A03","junker_queen","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/06eeecb359f311f43a8f5121d4f9f3a93c565d70b30e94ef543c05596c9a39dc.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","mauga","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/33d39bb439c08975197fc52eff4874716839711b5356c4fdc174f9c24bac1d0e.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","orisa","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/a73958a28551f5254f3ab3f97c5f5f8d698a95c0b6a515d1a2b1caac169205a6.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","ramattra","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/ddef7c9fb8ce4256e8508196b486f81950efe7aaa6cf27fec4668beb4cd15774.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","reinhardt","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/551fbe070c16fdfcc17f7f1de63af22c53e7d2f1340fc2f3172441504527bc4e.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","roadhog","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/89ddf07e4b619ed96169042e296a1b8856d102746f35add88284b44a9a5a6a03.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","sigma","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/a4c032fa466c9a6d9c6974747635d7ef910027f91cd58892af0c899db565f92d.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","winston","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/46a10db3aa908c590ddc4e7606376a88143d1f1306ecfbea043263040f9529a5.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","wrecking_ball","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/9ef1d58867136e0b26f928d896000b9dab216118f6e2f59e53f2e975e1e27afa.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","zarya","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/9b6f63cc66ddf9d5e0862173c733cc0d2e574c5c89357798d91b93b2f95a7080.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A02","anran","src/lib/balance/ow-hero-portraits.ts","https://sht-vod.dn.nexoncdn.co.kr/shpd-game/Hero/OW/2c38b41d79a1ce9a08b9ad8eb7edf3ff819bd448af16a5815be8c7fdb7203aa0.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","ashe","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/4076bbaa2eb52a0bfe612434071e56e7702d5454473dbbea2f9e392a9d997a94.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","bastion","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/4ede795c2a681aaccfa72d0c901cba0cb8a2c292fd6a97b2ba9faed161c2d184.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","cassidy","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/9240cd64cc8ef58df9acbf55204ab1b5d8578f743fda5931f0dbccbd75ab841b.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","echo","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/d4f2d5b0c2b7e82d61353186c5f23152ccba9d3569b50839aa580dca3e9114ba.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A02","emre","src/lib/balance/ow-hero-portraits.ts","https://sht-vod.dn.nexoncdn.co.kr/shpd-game/Hero/OW/c51e2f698138861c0e3b6cfab3c3ca9d67fd709be175e7c397aa6f2649712a30.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","genji","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/156b12c20b1aea872c1eeb5bb37a7de1047b2ab30ecefd0663a8925badde1ea8.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","hanzo","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/78b61c3e806fb26b02b8980fba62189155074fc15bd865b0883268e546030be5.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","junkrat","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/7660b9fc6f25f30858fdd8797fe0d52b2306f1e78fef99843f58a274e69af046.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","mei","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/4a55ced3bd597fb08e0fde9dc007f8543ac616ba98ca3db9b0e4d871a8ae17f8.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","pharah","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/60ac2d5de4a6d34644d8872233da402f1436c87f804bb11a21661bb30bf4a51f.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","reaper","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/dc6ff07ac790c00dc95a40882449617bb6e0e38906b353a630cffe0c815270a9.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A02","sierra","src/lib/balance/ow-hero-portraits.ts","https://sht-vod.dn.nexoncdn.co.kr/shpd-game/Hero/OW/4bfd3d8b95844231115cb5bf4db03344c71bc3e865189c52403b2dc51438e63a.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A02","shion","src/lib/balance/ow-hero-portraits.ts","https://sht-vod.dn.nexoncdn.co.kr/shpd-game/Hero/OW/070481cf871590a2b45a51d1335f9fe3d65eb4e4d361ecdd998b34fae2ed65d5.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","sojourn","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/82b8c1b8765dcb9a0ba16e343c3516bf324c771ac81e9878473280216e70a889.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","soldier_76","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/c93b5f0a528c40473188f77cc2a267aee7d5b6cf5c9e104105d634b4388674e2.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","sombra","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/47727b02a16e3bd7b2447d86ae1edf11587bc320b2aecb4f2f16a7ca4ad4e8a0.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","symmetra","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/ebec57e8bd68b3d4383edfeb34f8f52dd0b94a6467d594c2fee722e8a97c32aa.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","torbjorn","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/ce17118cedc29b0d2ac1e059666bed36b9531c85079b0b894bb402d12c917ba9.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","tracer","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/4504f6f15cb3feaa92ecd38e01dcf751cb5abdac2e0bb52d0555727e53277502.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A02","vendetta","src/lib/balance/ow-hero-portraits.ts","https://sht-vod.dn.nexoncdn.co.kr/shpd-game/Hero/OW/cf8ffb52b6f315546d5e94e9d6defad5a2c570798776956de23f47536f9529da.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","venture","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/dcab9123f5f55df22e54d4e797de43c71b917e0149dd059a7fd6136f48464cd0.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","widowmaker","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/6e4702b45f196aaf51555cf57327322721f45458b17f5f0643ed008a88378259.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","freja","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/811963897c352d9f178bec882d94bd0281074feee7c429c5145b6b8ea8ebe862.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","ana","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/985b06beae46b7ba3ca87d1512d0fc62ca7f206ceca58ef16fc44d43a1cc84ed.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","baptiste","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/d4e6f1ca45d9f88fa89260787397f141a6f007b14e5b26698883b6a17bab9680.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","brigitte","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/795fba91376d87d441a7f359ae12a3175dfa95825ccc4414cc6b95b129fc4cb0.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","illari","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/ce42d1455e03e79f321345fea84b27a8918b5db8bd7ab9b2ca9e569606ede9e4.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A02","jetpack_cat","src/lib/balance/ow-hero-portraits.ts","https://sht-vod.dn.nexoncdn.co.kr/shpd-game/Hero/OW/03a184cd0de27091e0099ac22635ad9615a8f6997881a5c25cc5f2444764f729.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","kiriko","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/408603fe037e8576078eaac5eab2fb251489ced4003b11f5f522776d43d0b83d.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","lifeweaver","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/3376515cebed0904012e67e956f6d1b9c12e03da642845eeaf787b7e4c7b339d.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","lucio","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/040bb13f5123ab93faad2f95627ba184608aef4b2469a4d3003859c7087df044.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","mercy","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/3bfb8bd8ec827e53d870f1238ab73d8aa1f5dbfbcfaaf7f96ffcd35b5c6102ab.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A02","mizuki","src/lib/balance/ow-hero-portraits.ts","https://sht-vod.dn.nexoncdn.co.kr/shpd-game/Hero/OW/a9733c2367e0cbd70b9316fd2e1e17028653ec56d0051ea6ff098531dc4f99fc.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","moira","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/f48f8485056d5d00dad195859188d23e50f7126b8b08b5646f46ef1b42f5e1de.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","zenyatta","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/7d1546b1541a8afc39353f9337a408d6275a141b0432b7e560ef61579996b0fc.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A03","juno","src/lib/balance/ow-hero-portraits.ts","https://d15f34w2p8l1cc.cloudfront.net/overwatch/c0167d251e57b0aa2b1e16c37d87f0e7c77263db9dd0503d77b5f2589bf3e4a0.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A02","wuyang","src/lib/balance/ow-hero-portraits.ts","https://sht-vod.dn.nexoncdn.co.kr/shpd-game/Hero/OW/4959500b495b35c0908be2abda56b53f2601b2c5cc39a1cfde8df1bffd38d66d.png","개별 취득 페이지·일자 미기록","영웅 밴·통계 초상화","미확인"
"A04","lijiang-tower","public/images/overwatch/maps/lijiang-tower.webp","https://overfast-api.tekrop.fr/static/maps/lijiang-tower.jpg","https://overfast-api.tekrop.fr/maps","맵 선택·통계 썸네일/도넛","미확인"
"A05","oasis","public/images/overwatch/maps/oasis.webp","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/blt28a85ae16eedc261/5cf15deda812cef409149b26/oasis-screenshot-001.jpg","https://overwatch.blizzard.com/en-us/media/image/oasis-screenshot-001/","맵 선택·통계 썸네일/도넛","미확인"
"A04","ilios","public/images/overwatch/maps/ilios.webp","https://overfast-api.tekrop.fr/static/maps/ilios.jpg","https://overfast-api.tekrop.fr/maps","맵 선택·통계 썸네일/도넛","미확인"
"A04","nepal","public/images/overwatch/maps/nepal.webp","https://overfast-api.tekrop.fr/static/maps/nepal.jpg","https://overfast-api.tekrop.fr/maps","맵 선택·통계 썸네일/도넛","미확인"
"A05","busan","public/images/overwatch/maps/busan.webp","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/blt898d79b7cb93ff52/5cef226b425980470abca5ad/busan-screenshot-001.jpg","https://overwatch.blizzard.com/en-us/media/image/busan-screenshot-001/","맵 선택·통계 썸네일/도넛","미확인"
"A04","antarctic-peninsula","public/images/overwatch/maps/antarctic-peninsula.webp","https://overfast-api.tekrop.fr/static/maps/antarctic-peninsula.jpg","https://overfast-api.tekrop.fr/maps","맵 선택·통계 썸네일/도넛","미확인"
"A04","samoa","public/images/overwatch/maps/samoa.webp","https://overfast-api.tekrop.fr/static/maps/samoa.jpg","https://overfast-api.tekrop.fr/maps","맵 선택·통계 썸네일/도넛","미확인"
"A04","new-queen-street","public/images/overwatch/maps/new-queen-street.webp","https://overfast-api.tekrop.fr/static/maps/new-queen-street.jpg","https://overfast-api.tekrop.fr/maps","맵 선택·통계 썸네일/도넛","미확인"
"A05","colosseo","public/images/overwatch/maps/colosseo.webp","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/blt936abd4cd2e98231/62298aff04503350d255bce8/colosseo_screenshot_01.png","https://overwatch.blizzard.com/en-us/media/image/colosseo-screenshot-001/","맵 선택·통계 썸네일/도넛","미확인"
"A04","esperanca","public/images/overwatch/maps/esperanca.webp","https://overfast-api.tekrop.fr/static/maps/esperanca.jpg","https://overfast-api.tekrop.fr/maps","맵 선택·통계 썸네일/도넛","미확인"
"A04","runasapi","public/images/overwatch/maps/runasapi.webp","https://overfast-api.tekrop.fr/static/maps/runasapi.jpg","https://overfast-api.tekrop.fr/maps","맵 선택·통계 썸네일/도넛","미확인"
"A05","dorado","public/images/overwatch/maps/dorado.webp","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/bltbd2cb20e96673878/5cef227372eb37ee09921a16/dorado-screenshot-001.jpg","https://overwatch.blizzard.com/en-us/media/image/dorado-screenshot-001/","맵 선택·통계 썸네일/도넛","미확인"
"A04","route-66","public/images/overwatch/maps/route-66.webp","https://overfast-api.tekrop.fr/static/maps/route-66.jpg","https://overfast-api.tekrop.fr/maps","맵 선택·통계 썸네일/도넛","미확인"
"A04","watchpoint-gibraltar","public/images/overwatch/maps/watchpoint-gibraltar.webp","https://overfast-api.tekrop.fr/static/maps/watchpoint-gibraltar.jpg","https://overfast-api.tekrop.fr/maps","맵 선택·통계 썸네일/도넛","미확인"
"A05","junkertown","public/images/overwatch/maps/junkertown.webp","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/blt8a381f93b24a3780/5cef22b4cf7aa6330ac66573/junkertown-screenshot-001.jpg","https://overwatch.blizzard.com/en-us/media/image/junkertown-screenshot-001/","맵 선택·통계 썸네일/도넛","미확인"
"A05","rialto","public/images/overwatch/maps/rialto.webp","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/blt205497d1e312c614/5cef22e47b48be290a7f884e/rialto-screenshot-001.jpg","https://overwatch.blizzard.com/en-us/media/image/rialto-screenshot-001/","맵 선택·통계 썸네일/도넛","미확인"
"A05","havana","public/images/overwatch/maps/havana.webp","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/blt5d4dfc8105f56852/5cef22ab578308e4094573fa/havana-screenshot-001.jpg","https://overwatch.blizzard.com/en-us/media/image/havana-screenshot-001/","맵 선택·통계 썸네일/도넛","미확인"
"A05","circuit-royal","public/images/overwatch/maps/circuit-royal.webp","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/blt81bc002795797cb2/62298aff91f4232f0085d406/circuit-royal_screenshot_01.png","https://overwatch.blizzard.com/en-us/media/image/circuit-royal-screenshot-001/","맵 선택·통계 썸네일/도넛","미확인"
"A04","shambali-monastery","public/images/overwatch/maps/shambali-monastery.webp","https://overfast-api.tekrop.fr/static/maps/shambali-monastery.jpg","https://overfast-api.tekrop.fr/maps","맵 선택·통계 썸네일/도넛","미확인"
"A05","kings-row","public/images/overwatch/maps/kings-row.webp","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/bltd708bb168c584d9e/5cef22bc425980470abca5d7/kings-row-screenshot-001.jpg","https://overwatch.blizzard.com/en-us/media/image/kings-row-screenshot-001/","맵 선택·통계 썸네일/도넛","미확인"
"A05","numbani","public/images/overwatch/maps/numbani.webp","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/blt01eebe81ef1321d6/5cef22cd486d1c3d0af72404/numbani-screenshot-001.jpg","https://overwatch.blizzard.com/en-us/media/image/numbani-screenshot-001/","맵 선택·통계 썸네일/도넛","미확인"
"A05","hollywood","public/images/overwatch/maps/hollywood.webp","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/bltef45617888ec27e7/5cef22b472eb37ee09921a34/hollywood-screenshot-001.jpg","https://overwatch.blizzard.com/en-us/media/image/hollywood-screenshot-001/","맵 선택·통계 썸네일/도넛","미확인"
"A05","eichenwalde","public/images/overwatch/maps/eichenwalde.webp","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/blteea67a2c7473f74e/5cef227a486d1c3d0af723d6/eichenwalde-screenshot-001.jpg","https://overwatch.blizzard.com/en-us/media/image/eichenwalde-screenshot-001/","맵 선택·통계 썸네일/도넛","미확인"
"A04","blizzard-world","public/images/overwatch/maps/blizzard-world.webp","https://overfast-api.tekrop.fr/static/maps/blizzard-world.jpg","https://overfast-api.tekrop.fr/maps","맵 선택·통계 썸네일/도넛","미확인"
"A05","midtown","public/images/overwatch/maps/midtown.webp","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/blt32ee2e586ba508c5/62298aff9485354f9b460bd0/midtown_screenshot_01.png","https://overwatch.blizzard.com/en-us/media/image/midtown-screenshot-001/","맵 선택·통계 썸네일/도넛","미확인"
"A04","paraiso","public/images/overwatch/maps/paraiso.webp","https://overfast-api.tekrop.fr/static/maps/paraiso.jpg","https://overfast-api.tekrop.fr/maps","맵 선택·통계 썸네일/도넛","미확인"
"A05","neon-junction","public/images/overwatch/maps/neon-junction.webp","https://bnetcmsus-a.akamaihd.net/cms/page_media/fk/FKMOU1K95QU91781145184691.png","https://overwatch.blizzard.com/en-us/news/24271881/","맵 선택·통계 썸네일/도넛","미확인"
"A05","aatlis","public/images/overwatch/maps/aatlis.webp","https://bnetcmsus-a.akamaihd.net/cms/page_media/yj/YJ9T3QK03YAP1750172244093.png","https://overwatch.blizzard.com/en-us/news/24206339/","맵 선택·통계 썸네일/도넛","미확인"
"A05","suravasa","public/images/overwatch/maps/suravasa.webp","https://bnetcmsus-a.akamaihd.net/cms/page_media/x0/X0NN0LIHG4K51751394084399.png","https://overwatch.blizzard.com/en-us/news/24215719/","맵 선택·통계 썸네일/도넛","미확인"
"A05","new-junk-city","public/images/overwatch/maps/new-junk-city.webp","https://bnetcmsus-a.akamaihd.net/cms/page_media/xd/XD1RJK07ZT9B1751034662158.png","https://overwatch.blizzard.com/en-us/news/24215719/","맵 선택·통계 썸네일/도넛","미확인"
"A06","tank","public/images/overwatch/icons/tank.svg","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/bltf0889daa1ef606db/6504cff74d2a764cb7973991/Tank.svg","https://overwatch.blizzard.com/en-us/","편성·통계 역할 아이콘","미확인"
"A06","damage","public/images/overwatch/icons/damage.svg","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/blt05d482c88096959a/6504cff7d9caa1285f64b6bd/Damage.svg","https://overwatch.blizzard.com/en-us/","편성·통계 역할 아이콘","미확인"
"A06","support","public/images/overwatch/icons/support.svg","https://blz-contentstack-images.akamaized.net/v3/assets/blt2477dcaf4ebd440c/blt3ccd5df488163b33/6504cff7fc2ae4d7c50445c4/Support.svg","https://overwatch.blizzard.com/en-us/","편성·통계 역할 아이콘","미확인"
